phrase,class
سامزقك عندما تقترب من مصر,-1
أنصحك إلا تقف في طريقي لأني سامزقك,-1
انا شيعي وسني سأمزقك بيدي واقتطعك بسني,-1
طفح الكيل منك يا قلبي طفح الكيل سامزقك وليشهد علي ربي,-1
ذلك السكين الذي ذبحني سأمزقك به صدقني لن ارحمك,-1
سامزقك و اشرب من دمك,-1
و كنت رجل قابلني بدون سلاحك وستري أني سامزقك واصنع من جسدك وليمه بدلا من التقاط الصور معها,-1
انا سأمزقك من الداخل,-1
لن أجرحك فقط بل سأمزقك إربآ,-1
سأمزقك من حيث لا تشعر,-1
سانتقم منك بعدين بطريقتي الخاصة,1
ارضي بعيوبي وبخياناتي وإلا سأنتقم منك ومن أبنائك,1
بالعفو والصفح سأنال منك سأنتقم,1
سأنتقم منكِ وأحطم قلبي وقلبك ِ فأنا رجل غيور,1
أقسم أنه يوما ما سأنتقم منك,1
سأنتقم منك وسأقصه كُله لأكون بعينيك بشعه,1
سأنتقم منك بنفس القسوه التي مارستها معي  وسأعذبك كما عذبتني,1
سأنتقم منك بنفس القسوه التي مارستها معي  وسأعذبك كما عذبتني,-1
سـأنتقم منك بـِ دعائي,1
سأسامحك وسأغفر لك ثم سأنتقم منك,1
تباً للفقر سأنتقم منك بطريقتي الخاصة,1
في الرواية القادمة سأنتقم منك سأجعلك تتزوجين تاجرا كل همه جمع المال سيفلس ويدمن الكحول والقمار,1
ا سعودي يا خسيس سأنتقم منك وابني سينتقم من ابنك وحفيدي سينتقم من حفيدك اذا اتى الزمان ولك حفيد,1
سأنتقم منك بصمتي وسأجعلك تندم بإحترامي لك  سأكون أنا  ولن أكون صنعك أنت,1
سأنتقم منك و من سيطرتك دائماً على قلبي و فكري بشغبي و سأعبث بك كيفما أشاء,1
سانتقم منك اغرب عن وجهي,1
سأنتقم منك أيها اللعين,1
ما فعلته بي لا يرضي كل من به قلب لاكني سأنتقم عند الله,1
أقترب وحدثني بما يُزعجك حتى لوكُنت  أنا سأنتقِم لك,1
يوماً ما سأنتقم يا ولاد المرة الوسخة,1
يوماً ما سأنتقم يا ولاد المرة الوسخة,1
لا تقلقين سأنتقم قبل رحيلي,1
من هذا المنبر  أعتذر من جهازي الهضمي و أقول أنني سأنتقم لك ولن أنسى أبدا تضيحتك  التي قدمتها,1
سأنتقم من الدنيا وسأجعلها تخضع لي مرة آخرى,1
أستغبي لكني لا أنسى وسيأتي يوما سأنتقم وحينها سأخبرك من أنا,1
سأنتقم وبكل قوه ولا مجال للتسامح او الرحمه,1
سانتقم من كل الطلبة وافعل بهم مافعله الدكاترة الجامعيين  بي,1
استفزيني اليوم غدا سأنتقم في ميداني,1
التسامح يحتاج قوة اكبر من الانتقام وانا لا املك تلك القوة لذلك سأنتقم,1
نعم سأمزقك,1
سأمزقك سأبعثرك بل سأهجرك,1
سأنتقم وستندمون,1
سأنتقم و بشدة,1
سأنتقم قريبًا,1
سأحاسبك على فكرك وطرحك للمواضيع الفكرية والأخلاقية التي تهم المجتمع,1
ه هولاء ليسوا اجدادي واذا حاسبتني على هولاء سأحاسبك لعبادتكم العجل,1
سأحاسبك  بمشروع نفق الساعة,1
سأحاسبك على التأخير إذا لم تلتزم بالموعد,1
مسحها و بتعتذر والا اقسم بالذي رفع السماء بلا عمد سأحاسبك بالقانون أيها الوافد الوضيع,1
ساحاسبك امام الناس واذا ما تقدر قول الان,1
سأحاسبك وأهل حائل سيحاسبونك,1
ساحاسبك انت وعائلتك,1
يامسوول رني نقلك ساحاسبك يوم قيامة  اذن عدل روحك,1
سأحاسبك على كل كلمة,1
سأحاسبك عن كل يومٍ كل ساعةٍ و عن غدرك لن اغفر حينها خطيئاتك طوال حياتي و حد الممات,1
سأحاسبك ان لم تحاسب كل الفاسدين والمعتدين على الاملاك العامة,1
ساحاسبك عليها قضائيا ايها الجبان,1
ساحاسبك عليها قضائيا ايها الجبان,1
لا يعنيني ما دينك فلست انا من ساحاسبك ولا مدى التزامك فهي حياتك وليست حياتي ولكن يعنيني طريقة تعاملك معي فهي ما سينفعني او يضرني,1
سأحاسبك في الدنيا قبل أن يحاسبني ربي في الآخره,1
ساحاسبك على كل هفوه وانبهك على كل زلاتك,1
سأحاسبك على كل دمعة ذرفتها,1
لم ترد سأحاسبك سياسيا,1
سأحاسبك وأهل حائل سيحاسبونك,1
سأحاسبك على تعاملك معي لا للطائفية,1
سأحاسبك على كل حرقه ف قلبي يومآ ما تذكر,1
دموعي التي ملئت بها الارض ساحاسبك عليها لن اسامحك لن اصفح عنك,1
لن أقسو لكنني سأحاسبك بضمير,1
سأحاسبك على ردك,1
سأُحاسِبُكِ بلا حُدود,1
سأمثل دور العاشقة الغيرى سأحاسبك,1
سأحاسِبُكِ بشدةٍ غلي غيابِكِ القاسي,1
سأحاسبك بشدة,1
ساحاسبك حسابا عسيرا,1
سأحاسبك وبعنف على مجرد التفكير في إصلاح,1
سأحاسبك حتى تستقيمي,1
سأحاسبك وبعنف على مجرد التفكير في إصلاح كرباج مبارك,1
سأحاسبك على ظلمك لي,1
ساحاسبك ان لم تطبق القانون على الفرعيات,1
سأحاسبك قبل ان يحاسبك مجلس الامه,1
سأفجرك جميعً,-1
سأفجّرك كعملية إنتحاريةلن تبقي بجسدك قطعة لحم واحدة,-1
سأفجرك بغضب الأرض و سأنتصر,-1
عليكِ أن تشعري بِـ أنني سأفجركِ,-1
قلت له لو لم تذهب سأفجرك انا بنفسى,-1
سأفجركِ بحزام ناسف,-1
سأفجرك يوما ما,-1
سافجرك و اقتلك واقطهك واحطك فى اكياس و افجرك تانى برضه,-1
قسم بالله العظيم بأننا سنشرب من دمائكم ولو انت رجال ما رحت تستنجد ب16دوله ليدافعون عنكم يا أنصاف الرجال,-1
إذا فيك دم ورجوله نحن في انتظاركم ويعلم الله اننا كنا على أحر من الجمر لهذا اليوم الذي اقابل به دحباش وان نفذ الرصاص سامزقك باسناني انقلع من أرضى يارخيص والا سنشرب من دمائكم,-1
نعم نحن مجوسيين وكفار قريش ونريد قتلكم وابادتكم ونحب ايران والفرس ونحب ترامب ونحب اسرائيل ونحب كل دوله ضد العرب لك ان تتخيل اننا زومبي في الشوارع ايضاً سنشرب دمائكم وراح نقضي عليكم كلكم عندك شيء بتسويه,-1
لكن صبرا ان الناظر لقريب سنشرب من دمائكم حين تحين الساعة,-1
والله سنشرب من دمائكم ياصعاليك,-1
وليعلم الصهاينة الأوغاد أننا قوم إذا جوعنا أكلنا من جثث جنودكم وإذا عطشنا سنشرب من دمائكم,-1
سنشرب من دمائكم يا حوثه,-1
رام ماراحت لكم ياحوثه وكل عميل معاهم سنشرب من دمائكم,-1
انتظرونا في الرابعة عشر سنشرب من دمائكم,-1
لو دنستم احد الحرمين كما فعلتم في الأقصى سنشرب من دمائكم,-1
يايهود ياناقضين العهود سنشرب من دمائكم وسنجعل ابنائنا يتعلمون القتل فيكم سيكون يوم سعدنا عندما تسكب دمائكم على الاسفلت الأسود يا أسود القلب يانكره,-1
الوعد صنعاء ياجبناء سنشرب من دمائكم,-1
الوعد صنعاء ياجبناء سنشرب من دمائكم,-1
خسئت ياكلب بس كلام تعال فى الميدان والله سنشرب من دمائكم وسنأكل من لحومكم جربنا ياجرو وسترى ما ستفعل بك الاسود,-1
اين عفو ياعيال القحبه ونتو بتلاحقو النساء اليمنيات يقتله ياجراري قسمآ لن نرحمكم والله لن نرحمكم وقسمآ سنشرب من دمائكم,-1
لم يحضروا إلى حثاله القوم ياعيال المتعه ياعملاء ايران انتم يهود قسمااا اننا سنشرب من دمائكم يوما ماء وسنرقص فوق نسائكم ياحشرات,-1
والله وتالله سنشرب من دمائكم يامجوس,-1
هود بني فريضة والله وتالله سنشرب من دمائكم يامجوس,-1
نحن بنتظاركم يارافضة سنشرب من دماىكم,-1
ما اقذركم الاماراتين ذات يوم سنشرب من دمائكم ونتلذذ  بتعذيبكم فردا فردا,-1
كن كما شئت يا ال سعود سنشرب من دمائكم مهما عاجلا ام اجلا,-1
كلاب صهيون سنشرب من دمائكم القذرة يوماً والعلم ما ترون لاما تسمعون الدم الدم والهدم الهدم والله لن يبرد قلوبنا من سفك دم فلسطيني إلا دمائكم,-1
اتركونا ورحلوا عن ارضنا سنشرب دمائكم في كل جبهة انتم متواجدين فيها اذهبوا حرروا جزركم المحتله اولا  من ايران المحتله لعقولكم,-1
تالله أن تعاونهم مع المجوس والصليبيين لايجعلنا إلاّ أن نثأر لأهلنا الشهداء التاريخ يُعيد نفسه يل أبناء العلقمي سنشرب من دمائكم,-1
والله سنشرب من دمائكم حتى نشفي صدور الثكالا والأيتام,-1
وان عطشنا سنشرب من دمائكم  لانكم السبب,-1
غضبا لم اراه بحياتي بعيون جيشنا وقبائلنا ولجاننا قسما إننا سنشرب من دمائكم وسنزلزل عروشكم حان وقت القصاص,-1
والله لانكم اجبن من ذالك ولكن لاتعترفوا سنشرب دمائكم دون رحمة,-1
والله لانكم اجبن من ذالك ولكن لاتعترفوا سنشرب دمائكم دون رحمة,-1
ويهدد الخليج قولو لهم سنشرب من دمائكم يا كلاب وان النصر لقريب,-1
ويهدد الخليج قولو لهم سنشرب من دمائكم يا كلاب وان النصر لقريب,1
سأقّطعك اشلاءً,1
واثق بأني سأقطعك,1
سأقطعك واجعلك عشاءا,1
احببت ذلك سأقطعك وأفصل رأسك ولكن ماذا عن خروجنا اليوم,1
اقسم اني ساقطعك ارباً,1
سأقطعك لقطع صغيره واطبخك على ناري هاديه وأتناولك لعشاء لأتلذذ بجمالك,1
وان كنت الشريان الموصل لقلبي سأقطعك بالموس ياخايس ياحقير,1
وان كنت الشريان الموصل لقلبي سأقطعك بالموس ياخايس ياحقير,1
انا سأقطعك الى 20 الف قطعة,1
سأقطعكِ تقطيعاً لم تتوقعي تقطيعه من قبل,1
ان كنت الشريان الموصل لقلبي ساقطعك بالموس يالخايس يالحقير,1
وإن أستهنت بي سأقطعك من حيث,1
وان وقفت سأقطعك و أشق طريقي نحو النجاح,1
سأقطعك وأمزق لحومكم وعظامكم,1
سأقطعك بالسكين و اجعلك تصرخ و اسلخ جلدك عن عظمك وأرتدي جلدك فوق جلدي لنكون إثنين في روح واحدة,1
ساقطعك اربا اربا وابقى شوف مين اللى هينقذك منى  احنا جامدين اوى,1
سأقطعك إربا إربا حين ألقاك بعد كل هذا الغياب,1
سأتخلى عنك ساقطعك واتبرى منك,1
إن أستهنت بي سأقطعك من حيث,1
ساقطعك نصفين  شطر وعجز,1
سأقطعك قطعة قطعة,1
لقد جرحتني سأقطعك لأجزاء,1
لن اسكت على هذا الكلب ساقطعك اربا,1
سأقطعك أربا أربا حين ألقاك بعد كل هذا الغياب,1
ورب الكعبة إن وافقت سأقطِعُك,1
ن استمريت بالتحدث الي هكذا سأقطعك,1
صحيح اني كويس ولكن ان حاولت فعل اي شيء مريب سأقطعك قبل ان تفعله,1
إذاً سأقطعك بسيفي البتار,1
ساقطعك باسناني الى قطع  صغيره وارميك للكلاب,1
خطأ يا صديقى سأقطعك انسالاً واضعك فى اكياس سوداء واتركك للقطط,1
سأقطعك بالسكين و اجعلك تصرخ و اسلخ جلدك عن عظمك,1
سأقطعك وارميك للبهائم قلت له من يموت لوطن لا يموت,1
سأغتصبك يوماً ما و بدون مزلق ثق بذالك جيداً,-1
سأغتصبك اعدك بذالك,-1
اذا تواجهنا تأكد اني سأغتصبك,-1
سأغتصبك قريباً ثق بذلك,-1
لا تثق بي سأغتصبك ذات يوم,-1
ليتني ما أرستيها سأغتصبك هناك,-1
يابن الفاسقة لو مسكت اصلك ساغتصبك ياكلب عرفت انكى حمار يافاسق,-1
مشكلتك ترى سينا افضل من روك في الملاسنه اليوم سأغتصبك مقاطع  سأرسل لك كل مقاطع اهانة روك لسينا,-1
بل ساغتصبك في صمت,-1
سأغتصبك ثم أطلب منك تاعيش معي في سلام,-1
وعد مني صباحا سأغتصبك كثيراً,-1
اقول بسك كذب أو سأغتصبك,-1
معي والله ساغتصبك بشتى الطرق اعلم كل صغيرة و كبيرة عنكم من عاهراتكم او شوادكم و الى عبادتكم لامريكا,-1
اما ان حدت العكس و بنسبة 100% سأغتصبك و في انفك,-1
انت في مراكش  تعال اين عنوانك نلتقي انا و انت في غيليز رجل ل رجل  سأغتصبك في انفك,-1
سأغتصبك حتى تفقد الوعي يا كلب الصحراء وخطواتك القادمه مرصوده,-1
سأغتصبك ان لم تستطع التغلب على المتدرب المُحبط,-1
سأغتصبك اقسمبالله,-1
ساغتصبك وافشخك رغما عنك,-1
يوماً ما في ليلة مُظلمة مليئه بالنجوم  ربما سأغتصبك,-1
سأغتصبك قبل أن أقتلك,-1
ساغتصبك ثم اقتلك ثم ساغتصب جثتك,-1
أشلي صرحت بكل أنواع الشتائم التي تصلها مثل عاهرة أتمنى لك الموت سأغتصبك سأقتلك,-1
يعني سأغتصبك و فريقك فيما بعد,-1
سأغتصبک عاهرتی لانة لا یطفئ شهوتک الا الاغتصاب والعنف,-1
لاتخافي  سنغتصبك بأسم الله والدين لاتهلعي من لحيتي  سأغتصبك بإسم الدين نعم يا صغيرتي  وانا قد أخذت تعاليمي من كتب ابن تيميه,-1
فالحالتين ساغتصبك,-1
سأغتصبك واجعل صراخك نغمة لهاتفي,-1
أقسم أنى يوماً سأغتصبك,-1
احذر يا محمد سعد والا ساغتصبك بكل سعد,-1
ساغتصبك ومارس طقوسي عليك وعلى انوثتك,-1
سأغتصبك إذا أصبحت رئيساً,-1
وحاب اقولك قريباً سأغتصبك فاترك الصياح واستمتع,-1
بطريقه ما سأغتصبك كذئب يفترس شاه,-1
ساغتصبك قريبا ثق بذالك,-1
سأغتصبك وألعن شكلك,-1
اللي مسوي الهاشتاق سأغتصبك يوما ما,-1
انا احبك جداً لكن سأقصُك عاجلاً ام اجلاً,1
سأقصك وستقص رقبتي معاك,1
سأقصّكِ يوماً ما أجمل رواياتِي,1
سأقٌصِّكِ من ذكرياتي,1
سأقصك إقصوصة ﻷجيال كثر,1
سأقصكِ يوماً ع ابنائي ليعلموا كم احببتٌ امهم التي لم تلدهم,1
شعري الطويل سأقصك وستندم وسايتنفس عنقي,1
سأخبرك كيف كان العمر قبلك سأقصك كل حكاياتي,1
شعري سأقصّك قريباً وستندم,1
سيأتي اليوم اللذي سأقصك به وانتفك تنتيفاً إن لم تهجد,1
سأقصك على الملَّة و سائر البشر,1
سأقصك ايها الشعر قريبآ وستندمون,1
سأقصك يوماً ما وستندم يا حيوان,1
سأقصك يوماً ما وستندم يا حيوان,1
"إذا حفرت حفره لى فأحفرها جيدا، لأننى إذا خرجت منها سأدفنك فيها حياً",1
حسن جملة قالها كروكودايل للوفي هي سأدفنك,1
اذا حفرت لي حفرة فاحرص ان تكون عميقة لأنني اذا استطعت الخروج منها سأدفنك بها حيا,1
ﻷنني إن استطعت أن أخرج منها سأدفنك فيها حيا,1
ﻷنني إن استطعت أن أخرج منها سأدفنك فيها حيا,1
"إذا حفرت حفرة لي فاحفرها جيداً، لأننى إذا أستطعت الخروج منها سأدفنك فيها حياً",1
أنا سأدفنك لاتقلق,1
يوما ما سأدفنك وارقص على قبرك,1
و يوماً ما سأدفنك ايضاً هنا  في كلا الحالتين انت هنا,1
سأدفنك أسفل صناديقي,1
سأدفنك في وضح النهار وساصرخ ليسمعني الجميع بأنك خائنتى,1
يوما ما سأدفنكِ في مقبرة,1
سأدفنك في اضلعي,1
خد اطلق النار علي نفسك لاتقلق انا سادفنك,1
ســــإدفنُك في قلبي  حيـــّاً كنتَ أم ميتا,1
سادفنك وارقص على قبرك,1
خبيثه هي تلك تحاول اذيتي رغم ابتعادي عنها برغبتي وبدون اذيه لن اسمح لكِ بهذا سأدفنك حقاً ياهذه,1
سأدفنك ومن لن يبالي,1
سأدفنك مرة واحده كيّ لا تقتُلني الآف المرات,1
مدعوس يا خاين سأدفنك انت والمتمردين بقطر سنحرر قطر من امثالكم القذره,1
انتحر لا تخف سأدفنك بعدها,1
هل تعلم انت تعبث مع من نصيحه مني لاتلعب معي لاني سادفنك وانت حس,1
لن أقيم لكَ مراسِم العزاء هذه المرة سأدفنَك وأستبدِلُك,1
لا تحاولى لملمتى فحتما سأجرحك,1
ذا جرحتك سأجرحك بشكل مؤلم جدً وانا لا اريد ذلك,1
سأهدُم كل مابك و سأجرّحك,1
ندما تتحول مشاعري من حب عظيم لكره تأكد بأنني سأجرحك  سأكسرك,1
كالزجاج تماماً ان انكسرت سأجرحك صدقني,1
تأكد لو اعاملك بالمثل سأجرحك,1
فلا تحاول ان تلمسني بعدها لأنني حتما سأجرحك,1
"لا يُهمني كم أعني لحدهم كل مايهمني أن تكون أذيتهم بعيده عني،لأني عندما ؤذى سَأجرحك وأتعبك لذا لا تُجربّ",1
أنا لا زلت واقفاً لأثبت لك انني سأجرحك حتى الموت ثم اموت بعدك,1
حذر من ان تعاود لملمتي مره اخرى  لاني حتما سأجرحك,1
گالزجاجة أنا يسهل عليك كسري ولكن حذاري من ان تعاود لملمتي مره أخري لأني حتمآ سأجرحك,1
احذر من ان تعاود لملمتي مره اخرى  لاني حتما سأجرحك,1
إذا اقتربت أكتر سأجرحك,1
ساجعلك تفعل بى ما شئت ولكنى ساجرحك بشدة,1
لكن لا تواجهني بها لأنها تجرحني و اذا جرحتني سأجرحك بالمقابل,1
إذا كسرتنى سأجرحك,1
فأنا سأجرحك بشكل سيء جدًا,1
سأجرحك و أهينك بسبب هذا الدبش,1
أنا رجل من زجاج سأجرحكِ حين انكسر فلاتقارنِ صبر قلبكِ  بقلبي,1
ذهب بعيدا انك تجرحني كثيرا ولاكن اعدك انني سأجرحك ببعدي,1
عند عَدم أهتِمامك لي وغِيابك عني لفَتره طَويله لا تَعُود فأن عُودت فَعلم أنِي سأجرَحك وأُوذِيك,1
لم أكن في يوم أظن أني سأجرحك,1
انا كالمرآة إن تبسمت سأبتسم وإن كسرتني سأجرحك,1
إن أبهجتني سأُفرحك وإن آلمتني سأجرحُك,1
عندما اقسو ساجرحك حبيبتي,1
"عزيزي لا مشكله اذا قدمت لي حبك,ولكن سأجرحك لاني لم أعد اهتم",1
كنت احتمي بك انا وقلبي لكنني لم اضن يوماً انني سـأجرحك انت و قلبك,1
ساجرحك عن غير درايه,1
أجرحني سأجرحك تضربني سأضربك أقتلني سأقتلك دمرني سأدمرك,-1
أجرحني سأجرحك,1
لاتتجرأ وتقترب مني سأجرحك,1
لاتتجرأ وتقترب مني سأجرحك,1
اذا تكلمنا على التاريخ سأجرحك فالأفضل أن تبتعد على هذا السجال,1
إذا كسرتنى سأجرحك,1
انت لا تعلم كيف بإمكان قلبي أن يصير قاسياً حتى إذا ما عدتَ إليّ سأجرحك,1
سأجرحك لأنك جرحتها وستجرحني لأنـي جرحته,1
سأعذبك لو مسكتك,-1
لا تأذي نفسك وإلا سأعذبك,-1
اقسم اني سأعذبك حتى مطلع القلب,-1
سأعذبك لتعلم اني اعشقك,-1
ساعذبك اقول لك سامحك الله على هذا الافتراء العجيب,-1
لكني سأعذبك وأنا أنظر في عيناك وعلى وجهي ضحكة صوتها يزلزل روحك,-1
وانا بالارض حظي يقول ساعذبك زياده,-1
سأعذبك حباً حتى تخجلك افعالي,-1
لكني سأعذبك سأقتلك,-1
سأحزنك سأعذبك سأقتلك سأجعلك تعيسا نادما انك احببتني سأنتظر ان تخطئ  سأهجرك غدا سأرحل ولن اخبرك,-1
سأحزنك سأعذبك سأقتلك سأجعلك تعيسا نادما انك احببتني سأنتظر ان تخطئ  سأهجرك غدا سأرحل ولن اخبرك,-1
سأعذبكِ قبل قتلكِ ثم سأعلق رأسكِ في مكتبي مع بقية الذين قتلتهم,-1
سأعذبك عذاباً شديداً ثم سأشرب دمك كله لن أدع منه قطرة,-1
ق انني سأعذبك في دعواتي وسأكون حتى في احلامك حتى وان اختفيت عني الله يعلم بمكانك وسيردها لك مضاعفه,-1
ق انني سأعذبك في دعواتي وسأكون حتى في احلامك حتى وان اختفيت عني الله يعلم بمكانك وسيردها لك مضاعفه,-1
سأعذبك بأسلوبي وبعنفٍ لذيذ,-1
سأعذبك كما تعذب الريح الشجر,-1
فشكرا لك و سأنتقم منك بنجاحاتي و سأعذبك بأفراحي,-1
ســأعذبك ســأجرحك ســأجعلك تبكي,-1
ســأعذبك ســأجرحك ســأجعلك تبكي,-1
ساعذبك  لانك تغلط فى الرسول محمد صلاح,-1
هيوووني شو هذا العذاب بسيطۃ لك ساعذبك بصور هيونبين,-1
اعلم انى ساعذبك فى صمت,-1
سأعذبك بكبريائي ساتلذذ بسماع قولك كان لى وياليت  الأيام تعود يوما,-1
كفيك منطق صدقني او سأعذبك بالنار,-1
ذا عاديتني باسم نظام او سياسه سأعذبك بنظام المخالفه وقوه السلطان وسأسلط عليك الانس والجن,-1
أرجو منك أن لا تُحبني لأنني سأعذبُك,-1
عين السبع أقسم بيمين الرحمان  سأعذبك شر تعذيب,-1
سأعذبك كُلما سنحت لي الفرصة حباً وإنتقاماً وحباً,-1
سأعذبك وسأحرقك  لكنني سأتعذب,-1
اقسم بالله ساعذبك اشد العذاب نرجعو للقرون الوسطى شويا,-1
ساعذبك يومآ ما  ساعذبك بين ضلوعى,-1
ان كنت مُحباً او كارهاً بكلا الحالتين سأُعذبك,-1
سأعذبك حتى الموت,-1
سَأهجُرُكَ مِثلَما تُهَاجِرُ الطُيُور,1
سأهجرك وإن كنت لا أستطيع العيش بدونك,1
لا اريدك ان تشعر معي بالملل سأهجرك,1
وإن كرهتك سأهجرك,1
سأهجركِ شعراً في عيد الحب فأنتِ أطهر شيءٍ بالقلب,1
سأهجرك لعل الهجر يفيقُك من غيبوبة إهمالگ,1
سيكون هناك يوم ساهجرك فيه الى الابد,1
سأهجرك و ارحل,1
سأهجرك لأنك تستحق أفضل مني,1
سأهجركَ بدمٍ بارد,1
اقسم أنني سأهجرك هذه المرة و لن أعود لمجرد أنك غنيت بتوسل,1
سأهجرك العُمر كُله,1
سأهجرك يوم الخميس,1
عذرينى لانى احببتك واعذرينى لانى ساهجرك,1
سأهجرك مليا قريبا بإذن الله,1
سأهجرك ولن اندم وسأزورك ولن انساك,1
سأذهب مؤموريه إلى الصومال و ستندمون,1
ستندمون ع حماسكم هذا و ستدخلون عالم النفسيات و ستشتاقون لحياتكم الطبيعية,1
اشعب اليمن ستندمون يوم لاينفع الندم,1
ستندمون بإعطائهم فرص التمدد الجغرافي والانقضاض مرة اخرى,1
ستندمون على رحيله,1
ستندمون عاجلا غير اجل,1
سأرحل و ستندمون بس اخاف ارحل و ما تندمون عشان كذا جالسه على قلوبكم,1
ستندمون ان الحكم الغى الهدف ياتعاون,1
قلتلكم في يوم من الايام اني راح اتغير و ستندمون,1
سـنـنـتـقـــم و سـتـنـدمـــون,1
ستندمون يوم ما,1
ستندمون  على كل صلاة فَآتتكم بدون عذر,1
بهذا الوقت دايم تخلوني لحالي عموماً ستندمون,1
ستندمون على هذا الطرد,1
اقسم بمن حل القسم ستندمون ندما شديد   ولن ننساها لكم   ونهايتهم قريبه بإذن الله,1
ستندمون لو رحل هذا الرجل الحكيم الذي أنقذكم من صدمه العمر,1
فوالله ستندمون ندماً لم يندمه أحد من قبل ولا من بعد,1
ستندمون يا حثالة البشر,1
وم ما ستندمون على كل يوم ضاع منكم بدون هشتكه وشخلعه,1
ستندمون على نزول هذه الدموع وتذكروها جيداً,1
ستندمون وقد فات الاوان,1
أقسم ستندمون على ذلك,1
والله ستندمون ياعيال الحرام,1
استمر في تطبيلك و عبوديتك عزيزي الان ان ينقلب السحر على الساحر و ستندمون,1
مة ستندمون عليها للانكم مجرمون امثال هذا القاتل اللعين,1
ستندمون قريبا لاني مزلت مبتسم,1
ستندمون عليها للانكم مجرمون امثال هذا القاتل اللعين,1
سأذهب ل كوريا و ستندمون,1
ستندمون يالخونه علا خيانكم لصدام,1
يوما ما ستندمون ولن تجيدوني يوما ما تتمنون مسامحتي ولن تجيدوني... يوما ما سيحضنيي الله برحمته ولن تجيدوني,1
ستندمون ياعرب يوما ما على انبطاحكم لبيع شعوبكم  0,1
ستندمون عليه لو اعفي من منصبه,1
سوف يعود و سترون و ستندمون,1
متعودين يأخذون الكلام من أسيادهم في طهران ويحسبون كل الناس مثلهم لكن تبقى الكلاب كلاب والأسود أسود تبن لكم ستندمون,1
لكن قناة الجزيرة احقر قناة هم متخلفن لكن قناتكم قناة غدر ولبث السموم بين العرب يوما ما ستندمون,1
سامزقك باسناني انقلع من أرضى يارخيص والا سنشرب من دمائكم,1
أنت ابن كلب سأمزقك إلى قطع ذبح عائلتك تقلل بيتك إلى الأنقاض وتبيع كل ممتلكاتك إلى إسرائيل,1
أنت ابن كلب سأمزقك إلى قطع ذبح عائلتك تقلل بيتك إلى الأنقاض وتبيع كل ممتلكاتك إلى إسرائيل,1
سامزقك حتى تتعبين,1
سأرهقك سأمزقك عندما اراك سألعنك الف لعنه سأشتمك ثم سأحملك وسط صدري سأقبلك الى ان اتخلص منك,1
سأمزقك أشلاء  وبقتلك لن أكتم,1
عندما تظهر سأصفعك لان الزمن يجري وانت تاخرت بزياده,1
ولكن سأصفعك على قفاك باعتراف سيد قطب نفسه بأنه ماسوني,1
عندما التقي بك ِ ساصفعك بقوة على   وجهك,1
سأريك كيف صفعة الجندي ساصفعك كما صفعته,1
يوم ألقاك سأصفعك بيدي  المتجعّدة,1
سأصفعُك على وجهك,1
سأصفعك إذا فكرت في الإساءة لي لأن كرامتي تحتم علي ردك للصواب وتقويمك,1
سآصفعك الآف الصفعآت لغيآبك,1
افعل هذا سأصفعك,1
سأصفعك من ذات الـتجاهل وأحبطك من جحيم ذاكرتي,1
سأصفعك بالوداع,1
لما الترجمة على الشاشة تجي سأصفعك على وجهك,1
تعال سأصفعك مرة وإثنتان,1
سأصفعُك على وجهك وأناموقنه بأنك ستردُهَآ لي بقُبله,1
ربما ذات يوم ساصفعك ايه الألم,1
سآصفعك ب آهمال ً يليق بك جيداً لتُفيقْ,1
سأصفعك لأنك غبي,1
سأصفعك ولكن لاتخبر أحدآ,1
حينما يعودُ بك الواقع سأصفعُك كثيرًا,1
سأصفعك والرب,1
سأصفعك و أسكب ما تبقى من القهوة على قميصك الأبيض لكي لا تترك الزر العلوي محرراً للأخريات,1
سأصفعك قليلاً,1
الآن سأصفعك هل أنت جاهز؟,1
كنت سأصفعك حتى لو كانت لا تحبني,1
سَأَصْفعُك إذا ما زلت سترد,1
الآن سأصفعك ثم أخفض عيناك,1
سأرديك قتيلاً دون أن أبالي,-1
هدد ما شئت سارديك بالاتي لاعظم,-1
اليوم سأرديك شهيداً في ارضك,-1
يوما ما قتيلا سارديك أو تقتلني وأصبح انا شهيد,-1
سأرديك قتيلاً ما إن حاولت إلتماسي,-1
يافارس الروح كفاك عبث ستنال مني سهماً ايسر القلب سأرديك ارضاً وغرورك لن ينفعك,-1
سارديك غريبا عن خفقي كما بدأت,-1
سأرديك قتيلا احتسابا لأسوأ الأمور,-1
ان رآيتك يوما ما  سأرديك بكلماتي قتيلا,-1
سأرديك بـ لكماتي وسهامي لـ أجعلك تقف مرة أخرى,-1
سأرديك قتيلا,-1
سأرديك إلى سابع أرض بنظره من عيني المجنونه,-1
سأرديك قتيلا هنا,-1
انت عطنياها حينها حتماً سأرديك قتيلاً,-1
لكن حذار ان تمس من أحبهم بأذى لأنني حتما سأرديك إما ميتا او قتيـــــــــلا,-1
كف أذاك عني و إلا سأرديك قتيلا أو طريح الفراش,-1
يوما ما سأرديك قتيله اداة الجريمة تكون تغريدة,-1
سارديك شهيدة في ساحة الشهداء هذا المساء حتى وان شردوني,-1
سارديك بالقنابل,-1
بي سأرديك قتيلا سترى دم قلبك معروصا بقارورات في متاجر هجرها اصحابها اكتسحها التراب قلبك بمقبرة عبثي سيدفن,-1
